1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
214100;Beraubung von Taxifahrern;vers.;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;2;2;0;1;1;0;5;5;0;5;5;0;14;14;0
214100;Beraubung von Taxifahrern;insg.;33;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;6;6;0;5;5;0;9;7;2;12;12;0;33;31;2
216000;Handtaschenraub;voll.;613;131;482;0;0;0;0;0;0;0;0;0;5;3;2;5;2;3;10;5;5;12;10;2;19;13;6;31;23;8;31;11;20;72;39;33;23;8;15;17;8;9;40;16;24;57;28;29;61;12;49;69;10;59;69;8;61;245;18;227;541;92;449
216000;Handtaschenraub;vers.;220;31;189;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;3;2;1;3;1;2;7;2;5;10;3;7;14;2;12;27;7;20;7;2;5;7;3;4;14;5;9;17;5;12;35;4;31;19;1;18;38;6;32;70;3;67;193;24;169
216000;Handtaschenraub;insg.;833;162;671;0;0;0;0;0;0;0;0;0;8;5;3;5;2;3;13;7;6;15;11;4;26;15;11;41;26;15;45;13;32;99;46;53;30;10;20;24;11;13;54;21;33;74;33;41;96;16;80;88;11;77;107;14;93;315;21;294;734;116;618
216010;Handtaschenraub § 249 StGB;voll.;549;104;445;0;0;0;0;0;0;0;0;0;4;3;1;5;2;3;9;5;4;9;7;2;13;7;6;22;14;8;26;8;18;57;27;30;19;7;12;14;6;8;33;13;20;47;21;26;52;10;42;66;9;57;64;8;56;230;16;214;492;77;415
216010;Handtaschenraub § 249 StGB;vers.;193;23;170;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;3;1;2;5;1;4;8;2;6;13;2;11;23;5;18;4;0;4;5;1;4;9;1;8;13;4;9;30;4;26;18;1;17;35;5;30;65;3;62;170;18;152
216010;Handtaschenraub § 249 StGB;insg.;742;127;615;0;0;0;0;0;0;0;0;0;6;4;2;5;2;3;11;6;5;12;8;4;18;8;10;30;16;14;39;10;29;80;32;48;23;7;16;19;7;12;42;14;28;60;25;35;82;14;68;84;10;74;99;13;86;295;19;276;662;95;567
216020;Handtaschenraub § 250 StGB;voll.;54;21;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;4;4;0;7;7;0;4;2;2;11;9;2;3;1;2;3;2;1;6;3;3;8;5;3;8;1;7;2;1;1;4;0;4;15;2;13;43;12;31
216020;Handtaschenraub § 250 StGB;vers.;19;6;13;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;1;3;1;2;2;1;1;2;2;0;4;3;1;2;1;1;5;0;5;0;0;0;3;1;2;2;0;2;16;5;11
216020;Handtaschenraub § 250 StGB;insg.;73;27;46;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;3;3;0;5;4;1;8;7;1;5;2;3;14;10;4;5;2;3;5;4;1;10;6;4;10;6;4;13;1;12;2;1;1;7;1;6;17;2;15;59;17;42
216030;Handtaschenraub mit Todesfolge § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216030;Handtaschenraub mit Todesfolge § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216030;Handtaschenraub mit Todesfolge § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;voll.;10;6;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;2;2;0;2;2;0;1;1;0;4;3;1;1;0;1;0;0;0;1;0;1;2;2;0;1;1;0;1;0;1;1;0;1;0;0;0;6;3;3
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;vers.;8;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;2;0;2;0;0;0;1;0;1;0;0;0;3;0;3;7;1;6
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;insg.;18;8;10;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;3;3;0;3;3;0;1;1;0;5;4;1;2;1;1;0;0;0;2;1;1;4;2;2;1;1;0;2;0;2;1;0;1;3;0;3;13;4;9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;voll.;10,765;9,291;1,474;7;6;1;10;7;3;51;43;8;156;132;24;441;382;59;665;570;95;928;859;69;1,255;1,168;87;2,183;2,027;156;1,475;1,346;129;4,323;3,943;380;678;603;75;569;488;81;1,247;1,091;156;1,055;921;134;1,718;1,467;251;949;794;155;769;619;150;704;456;248;6,442;5,348;1,094
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;vers.;3,180;2,621;559;3;1;2;8;5;3;43;35;8;107;87;20;187;156;31;348;284;64;299;264;35;291;265;26;590;529;61;433;383;50;1,371;1,196;175;211;180;31;147;125;22;358;305;53;292;242;50;461;375;86;279;222;57;196;147;49;223;134;89;1,809;1,425;384
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;insg.;13,945;11,912;2,033;10;7;3;18;12;6;94;78;16;263;219;44;628;538;90;1,013;854;159;1,227;1,123;104;1,546;1,433;113;2,773;2,556;217;1,908;1,729;179;5,694;5,139;555;889;783;106;716;613;103;1,605;1,396;209;1,347;1,163;184;2,179;1,842;337;1,228;1,016;212;965;766;199;927;590;337;8,251;6,773;1,478
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;voll.;6,366;5,257;1,109;5;4;1;6;4;2;28;24;4;96;81;15;226;184;42;361;297;64;445;402;43;633;573;60;1,078;975;103;730;641;89;2,169;1,913;256;366;307;59;309;253;56;675;560;115;622;519;103;1,095;905;190;675;561;114;560;449;111;570;350;220;4,197;3,344;853
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;vers.;1,374;1,058;316;2;1;1;5;5;0;14;11;3;41;32;9;77;64;13;139;113;26;112;95;17;123;111;12;235;206;29;168;140;28;542;459;83;95;73;22;60;46;14;155;119;36;122;93;29;183;140;43;131;97;34;98;68;30;143;82;61;832;599;233
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;insg.;7,740;6,315;1,425;7;5;2;11;9;2;42;35;7;137;113;24;303;248;55;500;410;90;557;497;60;756;684;72;1,313;1,181;132;898;781;117;2,711;2,372;339;461;380;81;369;299;70;830;679;151;744;612;132;1,278;1,045;233;806;658;148;658;517;141;713;432;281;5,029;3,943;1,086
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;voll.;2,285;2,090;195;0;0;0;2;1;1;3;3;0;17;12;5;71;65;6;93;81;12;195;178;17;265;250;15;460;428;32;368;346;22;921;855;66;172;166;6;151;139;12;323;305;18;269;255;14;392;355;37;172;152;20;118;100;18;90;68;22;1,364;1,235;129
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;vers.;556;482;74;0;0;0;0;0;0;4;3;1;10;8;2;24;21;3;38;32;6;38;33;5;48;42;6;86;75;11;86;76;10;210;183;27;43;42;1;32;28;4;75;70;5;65;57;8;104;94;10;48;43;5;28;19;9;26;16;10;346;299;47
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;insg.;2,841;2,572;269;0;0;0;2;1;1;7;6;1;27;20;7;95;86;9;131;113;18;233;211;22;313;292;21;546;503;43;454;422;32;1,131;1,038;93;215;208;7;183;167;16;398;375;23;334;312;22;496;449;47;220;195;25;146;119;27;116;84;32;1,710;1,534;176
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;voll.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;2;2;0
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;insg.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;2;2;0
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;voll.;2,112;1,942;170;2;2;0;2;2;0;20;16;4;43;39;4;144;133;11;211;192;19;288;279;9;357;345;12;645;624;21;377;359;18;1,233;1,175;58;140;130;10;109;96;13;249;226;23;164;147;17;230;206;24;102;81;21;91;70;21;43;37;6;879;767;112
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;vers.;1,250;1,081;169;1;0;1;3;0;3;25;21;4;56;47;9;86;71;15;171;139;32;149;136;13;120;112;8;269;248;21;179;167;12;619;554;65;73;65;8;55;51;4;128;116;12;105;92;13;174;141;33;100;82;18;70;60;10;54;36;18;631;527;104
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;insg.;3,362;3,023;339;3;2;1;5;2;3;45;37;8;99;86;13;230;204;26;382;331;51;437;415;22;477;457;20;914;872;42;556;526;30;1,852;1,729;123;213;195;18;164;147;17;377;342;35;269;239;30;404;347;57;202;163;39;161;130;31;97;73;24;1,510;1,294;216
218000;Raub zur Erlangung von Betäubungsmitteln;voll.;102;89;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;10;10;0;16;16;0;26;24;2;42;40;2;11;10;1;11;11;0;22;21;1;8;6;2;14;11;3;8;5;3;6;4;2;2;2;0;60;49;11
218000;Raub zur Erlangung von Betäubungsmitteln;vers.;42;34;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;2;0;5;4;1;9;9;0;14;13;1;8;7;1;2;1;1;10;8;2;4;4;0;6;5;1;5;2;3;3;2;1;0;0;0;28;21;7
218000;Raub zur Erlangung von Betäubungsmitteln;insg.;144;123;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;1;12;12;0;21;20;1;35;33;2;56;53;3;19;17;2;13;12;1;32;29;3;12;10;2;20;16;4;13;7;6;9;6;3;2;2;0;88;70;18
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;voll.;32;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;3;3;0;8;6;2;11;9;2;1;1;0;5;5;0;6;6;0;2;2;0;5;3;2;4;3;1;3;1;2;1;1;0;21;16;5
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;vers.;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;5;5;0;7;7;0;1;0;1;1;0;1;2;0;2;1;1;0;1;0;1;2;1;1;0;0;0;0;0;0;6;2;4
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;insg.;45;34;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;3;0;5;5;0;13;11;2;18;16;2;2;1;1;6;5;1;8;6;2;3;3;0;6;3;3;6;4;2;3;1;2;1;1;0;27;18;9
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;voll.;38;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;4;0;8;8;0;15;15;0;23;23;0;3;3;0;2;2;0;5;5;0;2;1;1;3;3;0;1;1;0;3;3;0;1;1;0;15;14;1
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;vers.;20;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;0;6;6;0;1;1;0;7;7;0;2;2;0;4;4;0;2;1;1;2;1;1;0;0;0;17;15;2
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;insg.;58;55;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;4;0;8;8;0;18;18;0;26;26;0;9;9;0;3;3;0;12;12;0;4;3;1;7;7;0;3;2;1;5;4;1;1;1;0;32;29;3
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;voll.;32;27;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;5;5;0;3;3;0;8;8;0;7;6;1;4;4;0;11;10;1;4;3;1;6;5;1;3;1;2;0;0;0;0;0;0;24;19;5
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;vers.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;3;2;1;1;1;0;4;3;1;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;0;0;5;4;1
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;insg.;41;34;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;5;5;0;8;7;1;4;4;0;12;11;1;8;7;1;4;4;0;12;11;1;5;4;1;7;6;1;4;1;3;1;1;0;0;0;0;29;23;6
219000;Raubüberfälle in Wohnungen;voll.;2,149;1,389;760;5;3;2;1;0;1;5;3;2;6;2;4;7;6;1;24;14;10;30;25;5;51;34;17;81;59;22;192;141;51;297;214;83;112;77;35;113;80;33;225;157;68;265;171;94;458;306;152;250;169;81;247;178;69;407;194;213;1,852;1,175;677
219000;Raubüberfälle in Wohnungen;vers.;515;312;203;2;1;1;0;0;0;0;0;0;1;0;1;4;2;2;7;3;4;11;5;6;7;3;4;18;8;10;36;26;10;61;37;24;29;21;8;19;12;7;48;33;15;51;31;20;106;74;32;79;50;29;64;39;25;106;48;58;454;275;179
219000;Raubüberfälle in Wohnungen;insg.;2,664;1,701;963;7;4;3;1;0;1;5;3;2;7;2;5;11;8;3;31;17;14;41;30;11;58;37;21;99;67;32;228;167;61;358;251;107;141;98;43;132;92;40;273;190;83;316;202;114;564;380;184;329;219;110;311;217;94;513;242;271;2,306;1,450;856
219010;Raub in Wohnungen § 249 StGB;voll.;959;527;432;1;1;0;0;0;0;1;0;1;3;1;2;4;3;1;9;5;4;9;6;3;20;12;8;29;18;11;69;37;32;107;60;47;51;30;21;38;25;13;89;55;34;117;63;54;217;121;96;97;61;36;111;76;35;221;91;130;852;467;385
219010;Raub in Wohnungen § 249 StGB;vers.;113;50;63;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;1;1;0;1;0;1;2;1;1;9;5;4;13;6;7;3;3;0;1;0;1;4;3;1;6;0;6;20;10;10;13;5;8;11;8;3;46;18;28;100;44;56
219010;Raub in Wohnungen § 249 StGB;insg.;1,072;577;495;1;1;0;0;0;0;1;0;1;4;1;3;5;3;2;11;5;6;10;7;3;21;12;9;31;19;12;78;42;36;120;66;54;54;33;21;39;25;14;93;58;35;123;63;60;237;131;106;110;66;44;122;84;38;267;109;158;952;511;441
219020;Schwerer Raub in Wohnungen § 250 StGB;voll.;750;564;186;2;1;1;1;0;1;2;2;0;2;0;2;0;0;0;7;3;4;11;9;2;19;13;6;30;22;8;73;62;11;110;87;23;35;31;4;48;36;12;83;67;16;104;79;25;146;117;29;100;76;24;80;64;16;127;74;53;640;477;163
219020;Schwerer Raub in Wohnungen § 250 StGB;vers.;112;70;42;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4;1;3;1;0;1;5;1;4;7;6;1;13;8;5;10;8;2;6;2;4;16;10;6;10;5;5;27;21;6;16;11;5;10;6;4;20;9;11;99;62;37
219020;Schwerer Raub in Wohnungen § 250 StGB;insg.;862;634;228;2;1;1;1;0;1;2;2;0;2;0;2;1;1;0;8;4;4;15;10;5;20;13;7;35;23;12;80;68;12;123;95;28;45;39;6;54;38;16;99;77;22;114;84;30;173;138;35;116;87;29;90;70;20;147;83;64;739;539;200
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219050;Räuberische Erpressung in Wohnungen § 255 StGB;voll.;440;298;142;2;1;1;0;0;0;2;1;1;1;1;0;3;3;0;8;6;2;10;10;0;12;9;3;22;19;3;50;42;8;80;67;13;26;16;10;27;19;8;53;35;18;44;29;15;95;68;27;53;32;21;56;38;18;59;29;30;360;231;129
219050;Räuberische Erpressung in Wohnungen § 255 StGB;vers.;290;192;98;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;4;2;2;6;3;3;5;3;2;11;6;5;20;15;5;35;23;12;16;10;6;12;10;2;28;20;8;35;26;9;59;43;16;50;34;16;43;25;18;40;21;19;255;169;86
219050;Räuberische Erpressung in Wohnungen § 255 StGB;insg.;730;490;240;4;2;2;0;0;0;2;1;1;1;1;0;5;4;1;12;8;4;16;13;3;17;12;5;33;25;8;70;57;13;115;90;25;42;26;16;39;29;10;81;55;26;79;55;24;154;111;43;103;66;37;99;63;36;99;50;49;615;400;215
220000;Körperverletzung §§ 223-227, 229, 231 StGB;voll.;486,913;290,085;196,828;6,419;3,769;2,650;3,449;2,108;1,341;4,886;3,229;1,657;8,322;5,743;2,579;13,357;8,301;5,056;36,433;23,150;13,283;18,368;11,090;7,278;22,496;14,249;8,247;40,864;25,339;15,525;40,188;25,280;14,908;117,485;73,769;43,716;26,470;16,769;9,701;24,792;15,526;9,266;51,262;32,295;18,967;56,681;34,290;22,391;105,471;59,661;45,810;69,270;39,199;30,071;50,001;30,042;19,959;36,743;20,829;15,914;369,428;216,316;153,112
220000;Körperverletzung §§ 223-227, 229, 231 StGB;vers.;50,736;33,441;17,295;502;297;205;225;127;98;330;208;122;568;393;175;892;542;350;2,517;1,567;950;1,244;768;476;1,704;1,133;571;2,948;1,901;1,047;3,072;2,096;976;8,537;5,564;2,973;2,273;1,515;758;2,407;1,632;775;4,680;3,147;1,533;6,043;4,091;1,952;11,436;7,680;3,756;7,890;5,196;2,694;6,686;4,506;2,180;5,464;3,257;2,207;42,199;27,877;14,322
220000;Körperverletzung §§ 223-227, 229, 231 StGB;insg.;537,649;323,526;214,123;6,921;4,066;2,855;3,674;2,235;1,439;5,216;3,437;1,779;8,890;6,136;2,754;14,249;8,843;5,406;38,950;24,717;14,233;19,612;11,858;7,754;24,200;15,382;8,818;43,812;27,240;16,572;43,260;27,376;15,884;126,022;79,333;46,689;28,743;18,284;10,459;27,199;17,158;10,041;55,942;35,442;20,500;62,724;38,381;24,343;116,907;67,341;49,566;77,160;44,395;32,765;56,687;34,548;22,139;42,207;24,086;18,121;411,627;244,193;167,434
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;voll.;74;48;26;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;4;4;0;7;7;0;0;0;0;0;0;0;0;0;0;1;1;0;5;3;2;9;6;3;9;8;1;43;23;20;67;41;26
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;insg.;74;48;26;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;4;4;0;7;7;0;0;0;0;0;0;0;0;0;0;1;1;0;5;3;2;9;6;3;9;8;1;43;23;20;67;41;26
221010;Körperverletzung mit Todesfolge § 227 StGB;voll.;73;47;26;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;4;4;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;9;6;3;9;8;1;43;23;20;66;40;26
221010;Körperverletzung mit Todesfolge § 227 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221010;Körperverletzung mit Todesfolge § 227 StGB;insg.;73;47;26;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;4;4;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;9;6;3;9;8;1;43;23;20;66;40;26
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;voll.;122,645;88,419;34,226;657;385;272;447;262;185;878;605;273;1,807;1,278;529;3,420;2,175;1,245;7,209;4,705;2,504;5,372;3,563;1,809;7,290;5,402;1,888;12,662;8,965;3,697;12,966;9,828;3,138;32,837;23,498;9,339;8,053;6,187;1,866;7,181;5,409;1,772;15,234;11,596;3,638;15,613;11,699;3,914;25,976;18,600;7,376;16,016;11,314;4,702;10,398;7,416;2,982;6,571;4,296;2,275;89,808;64,921;24,887
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;vers.;25,195;17,501;7,694;265;153;112;125;65;60;153;93;60;319;212;107;445;271;174;1,307;794;513;585;357;228;935;630;305;1,520;987;533;1,614;1,163;451;4,441;2,944;1,497;1,222;863;359;1,328;948;380;2,550;1,811;739;3,238;2,343;895;5,912;4,240;1,672;3,837;2,692;1,145;3,163;2,157;1,006;2,054;1,314;740;20,754;14,557;6,197
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;insg.;147,840;105,920;41,920;922;538;384;572;327;245;1,031;698;333;2,126;1,490;636;3,865;2,446;1,419;8,516;5,499;3,017;5,957;3,920;2,037;8,225;6,032;2,193;14,182;9,952;4,230;14,580;10,991;3,589;37,278;26,442;10,836;9,275;7,050;2,225;8,509;6,357;2,152;17,784;13,407;4,377;18,851;14,042;4,809;31,888;22,840;9,048;19,853;14,006;5,847;13,561;9,573;3,988;8,625;5,610;3,015;110,562;79,478;31,084
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;voll.;68,154;43,385;24,769;519;306;213;303;168;135;522;336;186;969;644;325;1,746;1,066;680;4,059;2,520;1,539;2,362;1,425;937;2,893;1,849;1,044;5,255;3,274;1,981;5,551;3,568;1,983;14,865;9,362;5,503;3,820;2,526;1,294;3,632;2,337;1,295;7,452;4,863;2,589;8,644;5,678;2,966;15,652;9,905;5,747;9,893;6,198;3,695;6,861;4,475;2,386;4,787;2,904;1,883;53,289;34,023;19,266
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;vers.;14,995;9,766;5,229;167;99;68;59;36;23;84;45;39;159;99;60;212;124;88;681;403;278;290;164;126;431;275;156;721;439;282;781;526;255;2,183;1,368;815;648;427;221;743;511;232;1,391;938;453;1,930;1,325;605;3,558;2,374;1,184;2,430;1,594;836;2,088;1,324;764;1,415;843;572;12,812;8,398;4,414
